#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01 〔四阿鋡暮抄〕－【宮】
[056507]07 （若）＋三【石】
[056508]08 念＝合【明】
[056509]09 〔及〕－【宋】【宮】
[056510]10 〔及〕－【宋】【宮】【石】
[056511]11 辱＋（懃）【石】＊
<056503>＊ 辱＋（懃）【石】
[056512]12 〔修〕－【宋】【宮】【石】
<056601>＊ 〔論〕－【宋】【宮】
[056601]01 末＝未【明】
[056602]02 斷＝出【宋】【宮】
[056603]03 〔等〕－【宋】【宮】
[056604]04 磨＝摩【宋】【元】【宮】＊
<056602>＊ 千＝十【宮】【石】
[056605]05 （人）＋持【宮】【石】
<056603>＊ 千＝十【宮】【石】
[056606]06 〔得〕－【三】【宮】
[056607]07 般若方便＝方便般若【石】
[056608]08 在於天上＝於諸天【三】【宮】
[056609]09 出毒風＝風出毒【宮】
[056610]10 〔人〕－【三】【宮】
[056611]11 還欲＝欲還【三】【宮】
[056612]12 ◎卷第七十二終【石】，說＋（大智度經卷第七十二）【石】
[056613]13 〔經〕－【宋】【宮】＊，【石】
[056614]14 ◎卷第七十三首【石】，（摩訶般若波羅蜜品第五十三之餘卷第七十三阿鞞跋致品）＋爾【石】
[056615]15 〔已得…提〕十一字－【宋】【宮】【石】
[056616]16 〔已得…提〕十一字－【宮】【石】
[056617]17 〔亦〕－【石】
[056618]18 得＝成【石】
[056619]19 〔諸〕－【三】【宮】
[056701]01 〔言若〕－【三】【宮】，〔言〕－【石】
[056702]02 乘＝種【三】【宮】
[056703]03 佛＝弗【石】
<056701>＊ 〔論〕－【宋】【宮】
<056702>＊ 〔無〕－【三】【宮】【聖】
[056704]04 言＝曰【三】【宮】
[056705]05 現＝見【三】【宮】，〔現〕－【石】
<056801>＊ 〔經〕－【宋】【宮】
[056801]01 〔以〕－【三】【宮】
[056802]02 子如＝如子【宮】
[056803]03 〔如〕－【三】
[056804]04 〔亦〕－【三】【宮】
[056805]05 〔生〕－【三】【宮】
[056806]06 〔波羅蜜〕－【三】【宮】＊
<056802>＊ 〔波羅蜜〕－【三】【宮】
[056807]07 〔處〕－【石】
[056808]08 滅證＝證滅【元】【明】＊
<056803>＊ 滅證＝證滅【元】【明】
<056804>＊ 滅證＝證滅【元】【明】
<056805>＊ 滅證＝證滅【元】【明】
[056809]09 智＝知【宮】
[056810]10 〔入〕－【三】【宮】
[056811]11 世界＝國土【石】＊
<056806>＊ 世界＝國土【石】
<056807>＊ 世界＝國土【石】
<056808>＊ 世界＝國土【石】
[056812]12 〔讚歎…通〕七字－【宮】
[056813]13 〔起〕－【三】
[056814]14 自生＝自讚歎菩薩神通生【宮】
[056815]15 〔生〕－【宋】【宮】
[056816]16 提＋（菩薩）【三】【宮】
[056817]17 （法）＋讚【三】【宮】
[056818]18 〔法〕－【宮】
[056819]19 已＝以【石】
<056809>＊ 〔論〕－【宋】【宮】
[056901]01 己＝已【三】【宮】【石】＊
<056901>＊ 己＝已【三】【宮】【石】
<056902>＊ 己＝已【三】【宮】【石】
<056903>＊ 己＝已【三】【宮】【石】
<056904>＊ 己＝已【三】【宮】【石】
[056902]02 〔事〕－【三】【宮】
<056905>＊ 己＝已【三】【宮】【石】
[056903]03 估＝賈【元】【明】
<056906>＊ 己＝已【三】【宮】【石】
<056907>＊ 己＝已【三】【宮】【石】
[056904]04 言＝意【元】【明】
[056905]05 〔等〕－【三】【宮】
[056906]06 者＝有【三】【宮】
[056907]07 愛＝受【三】【宮】【石】
[056908]08 〔言〕－【石】
<056908>＊ 磨＝摩【宋】【元】【宮】
[056909]09 此＝比【宋】
[056910]10 〔小〕－【宋】【宮】【石】
[056911]11 以＝小【三】【宮】
[056912]12 孤＝辜【宋】【元】【宮】
[056913]13 罪＝非【元】【明】
[056914]14 意下＝下意【三】【宮】
[056915]15 姊＋（如）【石】
[056916]16 〔如〕－【三】【宮】
[056917]17 〔行〕－【石】
[057001]01 〔法〕－【三】【宮】
[057002]02 忍＋（釋第五十三品竟）【石】
[057003]03 ◎不分卷【石】
[057004]04 二＋（釋第五十四品）夾註【三】【宮】
[057005]05 （（大智…三））十八字＝（（大智度論卷第七十三釋第五十五品不退品））十八字【宮】，（（摩訶般若波羅蜜阿鞞跋致第五十四七十三））十八字【聖】，（（摩訶般若波羅蜜品第五十四阿鞞跋致））十六字【石】
<057001>＊ 〔聖者…譯〕十七字－【聖】【聖乙】【石】
<057002>＊ 後秦龜茲國三藏＝姚秦三藏法師【三】【宮】，〔後秦…譯〕十二字－【聖】【石】
[057006]06 ◎不分卷【石】，〔經〕－【宋】【宮】【石】＊
[057007]07 相＝根【石】
[057008]08 〔若〕－【三】【宮】
[057009]09 〔等〕－【三】【宮】
[057010]10 （以）＋知【三】【宮】
[057011]11 〔菩薩摩訶薩能觀〕七字－【三】【宮】
[057012]12 〔名〕－【宋】【宮】
[057013]13 於＋（行）【石】
[057014]14 伎＝妓【三】【宮】
[057015]15 餘＝諸【三】【宮】
[057016]16 （亦）＋不【三】【宮】
[057017]17 〔利〕－【宋】【宮】＊
<057003>＊ 〔利〕－【宋】【宮】
[057018]18 受＋（持）【元】【明】
[057019]19 讀誦＝誦讀【宋】【宮】
[057020]20 姤＝妒【三】【宮】
[057021]21 〔是〕－【宋】【宮】
[057022]22 軟＝濡【石】
[057101]01 所著＝所可著【聖】【石】
[057102]02 過出＝出過【元】【明】
[057103]03 戶虫＝蟲戶【三】，虫戶【宮】
[057104]04 〔隨〕－【石】
[057105]05 邪＝耶【聖】
[057106]06 〔論〕－【宋】【宮】
[057107]07 故＋（故）【聖】
[057108]08 〔相〕－【三】【宮】
[057109]09 〔波羅蜜相〕－【三】【宮】
[057110]10 行＝相【三】【宮】【聖】【石】
[057111]11 鞞跋＝維越【聖】【石】，但聖本傍註有鞞跋或本四字
<057101>＊ 鞞★
[057112]12 更＝便【聖】
[057113]13 不＝非【聖】【石】
[057114]14 語＝說【三】【宮】
[057115]15 穬＝獷【三】【宮】
[057116]16 乘＝於【明】
[057117]17 相類＝類相貌【三】＊，類相【宮】【聖】【石】＊
[057201]01 切＋（法）【聖】
[057202]02 提＋（以）【三】【宮】
[057203]03 （人）＋行【元】【明】
[057204]04 或＝成【元】
[057205]05 （雖）＋教【聖】【石】
[057206]06 說＝語【三】【宮】
[057207]07 不常＝常不【聖】【石】
[057208]08 減＝咸【聖】
[057209]09 詳＝痒【元】【明】
[057210]10 〔於〕－【三】【宮】
[057211]11 薩＋（摩訶薩）【聖】【石】
[057212]12 他＝佛【聖】【石】
[057213]13 石＝為【石】
[057214]14 盛＝成【石】
[057215]15 ◎卷第七十三終【石】，相＋（大智度經卷第七十三）【石】
[057216]16 ◎卷第七十四首【石】，卷首題下石本有轉不轉品四字品題，〔經〕－【宋】【宮】
[057217]17 〔若〕－【宋】【宮】
[057218]18 萬億＝億萬【三】【宮】
[057219]19 授＝受【石】
[057220]20 如＝知【三】【宮】
[057301]01 修行＝淨修【元】【明】，修【聖】【石】
[057302]02 授＝受【三】【宮】
[057303]03 〔何況〕－【聖】【石】
[057304]04 〔惡〕－【三】【宮】
[057305]05 是＝此【元】【明】
[057306]06 （是）＋三【元】【明】
[057307]07 繫＋（觀不淨）【元】【明】【聖】【石】
[057308]08 〔未〕－【三】【宮】
[057309]09 蜜＋（多）【聖】
[057310]10 〔能〕－【三】【宮】
[057311]11 〔相〕－【聖】
[057312]12 行＝法【宮】【聖】【石】
[057313]13 提＋（心）【宋】【宮】
[057314]14 （若）＋菩【元】【明】
[057315]15 （復）＋作【元】【明】【聖】【石】
[057316]16 〔是名〕－【三】【宮】
[057317]17 〔得無生法忍〕－【宋】【宮】
[057318]18 〔名〕－【三】【宮】
<057301>＊ 〔論〕－【宋】【宮】
[057319]19 沮＝俎【宋】【聖】
[057401]01 （大）＋菩【聖】
[057402]02 煮＝者【宋】
[057403]03 受＝授【宋】【元】【宮】
[057404]04 法＋（不著一切法）【三】【宮】
[057405]05 者＝故【三】，〔者〕－【宮】【聖】【石】
[057406]06 是＝以【宋】【宮】，〔是〕－【元】【明】【聖】
[057407]07 受＝授【明】
[057408]08 黑若赤＝赤若黑【聖】【石】
[057409]09 法＝滅【聖】
[057410]10 〔於〕－【聖】【石】
[057411]11 自＝目【宮】
[057412]12 〔是〕－【聖】
[057413]13 默＝嘿【宮】【聖】【石】＊
[057414]14 如＝知【宮】
[057415]15 是＋（皆）【石】
[057416]16 語＝諸【宮】
<057401>＊ 默＝嘿【宮】【聖】【石】
[057417]17 不菩薩＝菩薩不【宋】
[057418]18 今＋（當）【元】【明】【聖】【石】
[057419]19 〔法〕－【三】【宮】
[057420]20 相＋（釋第五十四品竟）【聖】【石】
[057421]21 （（大智…六））十三字＝（（大智度論釋轉不退輪品第五十六上））十五字【宋】【元】，（（釋不退輪品第五十六之上經作轉不轉品））十七字【明】，（（大智度論釋第五十六品上堅固品））十四字【宮】，（（摩訶般若波羅蜜轉不轉品第五十五））十五字【聖】【石】
[057422]22 〔經〕－【宋】【宮】【聖】
[057423]23 等＋（空）【聖】
[057424]24 無＋（所）【元】【明】【聖】
[057425]25 （是）＋虛【元】【明】
[057426]26 〔皆〕－【宋】【宮】
[057427]27 〔是〕－【宋】【宮】
[057428]28 〔誓〕－【宋】【宮】
[057429]29 〔此〕－【聖】【石】
[057430]30 （如）＋是【元】【明】
[057431]31 不轉不動＝不動不轉【三】【宮】【聖】【石】
[057432]32 〔中〕－【三】【宮】
[057501]01 告＝言【宋】【宮】
[057502]02 滅＋（受想）【元】【明】＊
[057503]03 至＋（修）【聖】
<057501>＊ 滅＋（受想）【元】【明】
[057504]04 〔是〕－【宋】【宮】
[057505]05 不＋（遠）【聖】
[057506]06 心＋（不遠離薩婆若心）【聖】【石】
[057507]07 世界＝國土【聖】【石】
[057508]08 〔身〕－【宋】【宮】
[057509]09 在居＝居在【聖】
[057510]10 〔波羅蜜〕－【三】【宮】＊
<057502>＊ 〔波羅蜜〕－【三】【宮】
[057511]11 〔歎〕－【聖】
[057512]12 亦＝多【聖】
[057513]13 施與＝給施【聖】
[057514]14 凌＝陵【明】【聖】＊
[057515]15 （是）＋菩【三】【宮】
[057516]16 姓＝性【元】【明】
[057517]17 （遂）＋守【聖】
[057518]18 〔名〕－【三】【宮】
[057519]19 道＋（為淨命）【元】【明】，道＋（為淨命故）【聖】【石】
[057520]20 〔和諸〕－【宋】【宮】
[057521]21 故＋（不行邪命而）【元】【明】，故行淨＝故不行邪【聖】【石】
<057503>＊ 〔論〕－【宋】【宮】
[057522]22 〔亦〕－【三】【宮】
[057523]23 是＝諸【三】【宮】
[057524]24 〔事〕－【宋】【宮】
[057525]25 義非是＝皆非【聖】【石】
[057526]26 若＝菩【宋】
[057601]01 〔解〕－【三】【石】
[057602]02 〔法〕－【聖】
[057603]03 〔不〕－【聖】
[057604]04 致＋（不）【聖】
[057605]05 〔雖〕－【宮】
[057606]06 得＝是【聖】
[057607]07 軟＝濡【聖】
[057608]08 實定＝定實【聖】【石】
[057609]09 慼＝戚【聖】
[057610]10 〔是阿鞞跋致菩薩相〕－【三】【宮】
[057611]11 是＝受【三】【宮】【聖】【石】
[057612]12 地＝池【聖】【石】
<057601>＊ 凌＝陵【明】【聖】
[057613]13 〔故〕－【聖】
<057602>＊ 凌＝陵【明】【聖】
[057614]14 〔時〕－【聖】【石】
[057615]15 病＋（人）【三】【宮】
[057616]16 自＝見【石】
[057617]17 說＋（誑）【宋】【宮】
[057618]18 〔答曰〕－【三】【宮】【聖】【石】
[057619]19 〔道〕－【三】【宮】
[057620]20 〔空〕－【石】
[057621]21 〔能〕－【三】【宮】
[057622]22 〔深〕－【聖】
[057701]01 曰＋（如）【聖】【石】
[057702]02 恩＝想【元】
[057703]03 是＋（業）【聖】
[057704]04 祝＝咒【聖】【石】＊
<057701>＊ 祝＝咒【聖】【石】
[057705]05 合和＝和合【聖】
<057702>＊ 祝＝咒【聖】【石】
<057703>＊ 祝＝咒【聖】【石】
[057706]06 己＝已【石】
[057707]07 ◎不分卷【石】
[057708]08 三＋（釋第五十五品訖第五十六品上）夾註【三】【宮】但上字元明二本俱有字，（釋第五十四品訖第五十五品上）夾註【聖】
[057709]09 （（大智…四））十九字＝（（大智度論卷第七十四釋第五十六品下訖第五十七品上））二十三字【宋】【元】【宮】，（（大智度論卷第七十四釋不退論品第五十六之下））二十字【明】
[057710]10 〔聖者…譯〕十七字－【石】
<057704>＊ 後秦龜茲國三藏＝姚秦三藏法師【三】【宮】，〔後秦…譯〕十二字－【聖】【石】
[057711]11 ◎不分卷【石】，〔經〕－【宋】【宮】＊
[057712]12 不＋（遠）【元】【明】【石】
[057713]13 相＝際【三】【宮】
[057714]14 尸＋（羅）【三】【宮】
[057715]15 〔樂法〕－【石】
[057716]16 愛＋（樂）【石】
[057717]17 若＝為【石】
[057718]18 了＋（知）【元】【明】
[057719]19 了＋（了）【三】【宮】
[057720]20 世界＝國土【石】＊
<057705>＊ 世界＝國土【石】
[057801]01 〔名〕－【三】【宮】
[057802]02 間＝聞【石】
[057803]03 法忍＝忍法【宋】【宮】
[057804]04 驚＋（不怖）【石】
[057805]05 薩＋（摩訶薩）【石】
[057806]06 受＝授【明】＊
<057801>＊ 受＝授【明】
[057807]07 受＝授【元】【明】
[057808]08 〔為〕－【宋】【宮】
[057809]09 語＝諸【宮】，＋（諸）【石】
[057810]10 （復）＋作【三】【宮】【石】
[057811]11 聞＋（所）【石】
[057812]12 諸＋（佛）【石】
[057813]13 〔故〕－【三】【宮】
[057814]14 〔佛〕－【宋】【宮】
[057815]15 〔是〕－【宋】【宮】
[057816]16 〔聞〕－【三】【宮】
[057817]17 （聞）＋聲【元】【明】
[057818]18 〔論〕－【宋】【宮】
[057819]19 深＝染【三】【宮】＊
[057820]20 懈怠＝解愁【三】【宮】【石】
[057821]21 〔諸〕－【三】【宮】
[057822]22 〔去〕－【石】
[057823]23 弊＝蔽【三】【宮】
[057824]24 但＝得【三】【宮】
[057825]25 法＋（法）【石】
[057826]26 （諸）＋實【三】【宮】
[057827]27 世界＝國【石】＊
[057828]28 〔離〕－【三】【宮】
[057829]29 界＋（者）【三】【宮】
<057901>＊ 世界＝國【石】
[057901]01 不＋（可）【三】【宮】
<057902>＊ 世界＝國【石】
[057902]02 忍法＝法忍【三】【宮】
[057903]03 〔無〕－【三】【宮】
<057903>＊ 受＝授【明】
[057904]04 知＋（是）【三】【宮】【石】
[057905]05 授＝受【宋】【宮】
[057906]06 記＋（者）【元】【明】【石】
[057907]07 〔道〕－【三】【宮】
[057908]08 受＝授【三】【宮】
[057909]09 〔復次〕－【石】
[057910]10 （復化）＋作【三】【宮】【石】
[057911]11 致＋（性）【三】【宮】
[057912]12 致＋（以）【宋】【宮】
<057904>＊ 深＝染【三】【宮】
[057913]13 悲＝並【宮】，涕【石】
[057914]14 癮＝隱【宋】【宮】【石】
[057915]15 疹＝軫【宋】【宮】【石】，胗【元】【明】
[057916]16 〔命〕－【三】【宮】
[057917]17 法＋（者）【三】【宮】
[057918]18 〔言是〕－【三】
[057919]19 〔墮〕－【三】【宮】
[057920]20 佐＋（助）【石】
[057921]21 壞＋（壞）【三】【宮】
[057922]22 失＝生【明】
[057923]23 疑＋（說）【石】
[057924]24 （以）＋是【三】【宮】
[057925]25 以＝已【三】【宮】＊
[057926]26 泥＝尼【石】
[057927]27 騰身＝飛騰【三】【宮】【石】
