#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01  中論卷第一＝中論序【三】
[091326]26  恨＝恚【三】【宮】
[091327]27  犯者求悔＝前人懺謝【三】【知】
[091328]28  （誹）＋謗【三】【宮】
[091329]29  法＋（於相似法）【三】【宮】
[091330]30  〔熾然建立於〕－【聖】
[091331]31  於相似法若心自解或＝若自心解若【三】【宮】
[091332]32  他＝地【聖】
[091333]33  （（是名…夷處））十九字＝菩薩於此四【三】【宮】
[091334]34  （若）＋一【三】【宮】
[091335]35  況＝以【元】【明】
[091336]36  法＝在【三】【宮】
[091337]37  長＝廣【三】【宮】
[091338]38  〔若〕－【三】【宮】【知】
[091339]39  犯＋（此）【三】【宮】【知】
[091340]40  〔者〕－【三】【宮】
[091341]41  〔名〕－【聖】【知】
[091342]42  若＝以【三】【宮】
[091343]43  〔犯〕－【三】【宮】
[091344]44  〔四〕－【三】【宮】
[091345]45  （木叉）＋律【三】【宮】
[091346]46  失＝捨菩薩【三】【宮】＊
[091347]47  〔已〕－【宮】
[091348]48  犯木叉＝捨木叉律儀【三】【宮】
<091310>＊  失＝捨菩薩【三】【宮】
<091311>＊  失＝捨菩薩【三】【宮】
<091312>＊  薩＋（律儀）【三】【宮】
[091349]49  不失＝如是【三】【宮】
[091350]50  憶＝億【明】
[091351]51  〔是〕－【三】【宮】
[091352]52  非＝不【三】，〔非〕－【宮】
[091353]53  〔若菩薩〕－【三】【宮】
[091354]54  （（於一…廟））十四字＝（（菩薩於佛若佛塔））七字【三】【宮】
<091313>＊  得＝德【三】【宮】
[091355]55  （（十方…多））十二字＝（（大菩薩眾若不恭敬懶情若懈怠於一日一夜不修））二十二字
[091356]56  〔乃至〕－【三】【宮】
[091357]57  〔若不…犯〕十一字－【三】【宮】
[091358]58  〔是犯〕－【聖】【知】
[091359]59  慾＝欲【三】【宮】【知】
[091360]60  （（應敬…恨））九字＝（（同法應敬者以瞋慢心））九字【三】【宮】
[091361]61  惰＝墮【宋】【元】【宮】
[091362]62  〔若狂〕－【聖】【知】
[091401]01  重病＝病若無力【三】【宮】
[091402]02  想＝相【三】【宮】
[091403]03  （詶）＋答【三】【宮】
[091404]04  〔者是名不犯〕－【三】【宮】
[091405]05  及＝若【三】【宮】
[091406]06  聽法若自決定論時＝決定論時若聽法【三】【宮】
[091407]07  〔不禮不犯〕－【三】【宮】
[091408]08  心＝意【三】【宮】
[091409]09  離不善習善法＝惡修善若護多人嫌【三】
[091410]10  〔若護多人意〕－【三】【宮】
[091411]11  〔若〕－【三】【宮】
[091412]12  若＝供【三】【宮】
[091413]13  〔菩薩〕－【三】【宮】
[091414]14  （若狂）＋若【三】【宮】
[091415]15  狂若遠處＝處遠【三】【宮】
[091416]16  住＝修【三】【宮】
[091417]17  （自）＋修【三】【宮】
[091418]18  癈＝癡【知】，發【宮】
[091419]19  為欲得＝若為欲【三】【宮】
[091420]20  〔恨心故〕－【三】【宮】
[091421]21  〔有〕－【三】【宮】
[091422]22  流＝[王*留]【三】【宮】，琉【知】
[091423]23  〔種種〕－【三】【宮】
[091424]24  〔菩薩菩薩〕－【三】【宮】
[091425]25  〔捨眾生故〕－【三】【宮】
[091426]26  墮＝惰【明】＊
[091427]27  狂＝犯【三】【宮】
[091428]28  惱＝苦【三】【宮】
[091429]29  知＋（受已多得憂惱所謂殺縛謫罰奪財訶責若知）【三】【宮】
[091430]30  物＝許【聖】【知】
[091431]31  〔若知…責〕十八字－【三】【宮】
[091432]32  〔若菩薩〕－【三】【宮】
<091401>＊  墮＝惰【明】
[091433]33  重病若狂＝狂若病若無力【三】【宮】
[091434]34  順＝重【三】【宮】
[091435]35  （若）＋威【三】【宮】
[091436]36  彼＝知【宮】
[091437]37  聞＝知【三】
[091438]38  〔破壞正法〕－【聖】【知】
[091439]39  〔心〕－【宮】
[091440]40  墮＝惰【三】【宮】
[091441]41  忘＋（誤）【三】【宮】
[091442]42  犯＝令捨【三】【宮】
[091443]43  於惡人所＝不於持戒精進【三】【宮】
[091444]44  深於善人＝如惡眾生現在苦者【三】【宮】
[091445]45  〔如前說〕－【三】【宮】
[091446]46  他心＝多人嫌【三】【宮】
[091447]47  〔中〕－【三】【宮】
[091448]48  〔者〕－【三】【宮】
[091449]49  乃至不離護＝不能度【三】【宮】
[091450]50  〔非〕－【三】【宮】
[091451]51  應住少利少作少方便＝不應同住【三】【宮】
[091452]52  衣＋（缽）【三】【宮】
[091453]53  〔亦如是如衣缽〕－【三】【宮】
[091454]54  畜＋（百千）【三】【宮】
[091455]55  〔乃至〕－【宮】
[091456]56  〔百千乃至〕－【三】【宮】
[091457]57  〔不〕－【三】【宮】
[091458]58  住少利少作少方便＝共聲聞學【三】【宮】
[091459]59  〔住少…犯〕九字－【三】【宮】
[091460]60  起＋（先經曰若為知足名譽不受者）夾註【三】【宮】
[091461]61  捨離＝離捨【三】【宮】
[091462]62  若＝為【三】【宮】
[091463]63  嬉戲＝戲笑【三】【宮】
[091464]64  忘＝妄【三】【宮】
[091465]65  他起＝若他【三】【宮】
[091466]66  欲＝為【三】【宮】
[091467]67  〔菩薩〕－【宮】
[091468]68  〔違背〕－【宮】
[091469]69  〔言〕－【三】【宮】
[091470]70  〔於〕－【三】【宮】
[091471]71  （如）＋是【三】【宮】【聖】【知】
[091472]72  （比於菩薩）＋百【三】【宮】
[091473]73  倍＝分【三】【宮】
[091474]74  （（菩薩…諸））十二字＝（（其一何以故））五字【三】【宮】
[091501]01  〔不爾〕－【三】【宮】
[091502]02  彼習不染汙心＝菩薩修習離煩惱心【三】【宮】
[091503]03  阿＝於【三】【宮】
[091504]04  離諸煩惱＝煩惱不汙【三】【宮】
[091505]05  過惡＝是【三】【宮】
[091506]06  實無過惡而不除滅＝若實無過不除滅者【三】【宮】
[091507]07  〔若〕－【三】【宮】
[091508]08  毀＝謗【三】【宮】
[091509]09  觀＋（見）【三】【宮】，（察）【聖】【宮】
[091510]10  〔切之〕－【三】【宮】
[091511]11  彼＝見【三】
[091512]12  雖不犯令他疑者＝不侵令他生疑【三】【宮】
[091513]13  謝＋（者）【三】【宮】
[091514]14  眾＝身【知】
[091515]15  墮＝惰【三】【宮】
[091516]16  （（受者…人））十字＝（（乃受若知彼））五字【三】【宮】
[091517]17  悔＝懺【三】【宮】＊
[091518]18  彼＋（人）【聖】【知】
[091519]19  〔不謝無罪〕－【宮】
[091520]20  來＝侵【三】【宮】
<091501>＊  悔＝懺【三】【宮】
[091521]21  惱彼故＝令彼惱【三】【宮】
[091522]22  〔是犯〕－【三】【宮】
<091502>＊  悔＝懺【三】【宮】
[091523]23  〔不受其懺無罪〕－【宮】
[091524]24  墮＝惰【三】【宮】
[091525]25  （若）＋不【三】【宮】
[091526]26  〔犯〕－【三】【宮】
[091527]27  〔見他聚話〕－【宮】
[091528]28  話＝語【三】
[091529]29  彼＝他【知】
[091530]30  〔須臾暫聽〕－【宮】
[091531]31  〔暫〕－【三】【宮】
[091532]32  〔疾〕－【三】【宮】【聖】【知】
[091533]33  〔人作〕－【三】【宮】
[091534]34  起五蓋心＝五蓋心起【三】【宮】
[091535]35  味＝未【明】
[091536]36  （相應）＋禪【三】【宮】
[091537]37  〔者〕－【三】【宮】
[091538]38  〔言〕－【三】【宮】
[091539]39  況復＝何況【三】【宮】
[091540]40  藏＋（戒）【三】【宮】
[091541]41  向＝同【知】
[091542]42  集＝習【三】【宮】【知】
[091543]43  說＋（不作方便）【三】【宮】
[091544]44  反＝及【聖】【知】
[091545]45  於日日＝一日中【三】【宮】
[091546]46  〔常以〕－【宮】
[091547]47  〔學〕－【三】【宮】
[091548]48  分＋（學）【三】【宮】
[091549]49  （（是名…世））十一字＝（（若菩薩於世俗經）） 字【三】【宮】
[091550]50  毒＝棄【聖】【知】
[091551]51  若＝共【三】
[091552]52  〔法〕－【三】【宮】
[091553]53  （菩薩）＋或【三】【宮】
[091554]54  〔故謗〕－【三】【宮】
[091555]55  〔是菩薩〕－【三】【宮】
[091556]56  目＝眼【三】【宮】
[091557]57  來＝是【三】【宮】
[091558]58  〔不犯〕－【三】【宮】
[091559]59  謗＋（不犯）【三】【宮】
[091560]60  若輕＝為【三】【宮】
[091601]01  〔如前說又不犯者〕－【三】【宮】
[091602]02  廣＋（先經曰生瞋慢心言已持戒多聞悉勝也）夾註【三】【宮】
[091603]03  憍慢心瞋恨心＝瞋慢心【三】【宮】
[091604]04  〔是〕－【三】【宮】
[091605]05  若＋（知）【三】【宮】
[091606]06  〔法〕－【三】【宮】
[091607]07  心＝意【三】【宮】
[091608]08  （以）＋如【聖】
[091609]09  若＋（自）【三】【宮】
[091610]10  〔不往者皆不犯〕－【宮】
[091611]11  〔若菩薩〕－【三】【宮】
[091612]12  戒＋（菩薩）【三】【宮】
[091613]13  （（事以…諍））三十二字＝（（諸饒益業若始思量及所施作行路去來正業方便田業牧牛和合諍訟））二十八字【三】【宮】
[091614]14  業＋（以瞋恨心）【三】【宮】
[091615]15  辨＝辨【聖】
[091616]16  〔多〕－【三】【宮】
[091617]17  〔事〕－【三】【宮】
[091618]18  〔如前說〕－【三】【宮】＊
[091619]19  先＝光【宮】
[091620]20  業＝法【三】【宮】
[091621]21  意＝嫌【三】【宮】
[091622]22  〔不與同者皆不犯〕－【三】【宮】
[091623]23  病＋（及窮苦）【三】【宮】
[091624]24  力＋（者）【三】【宮】
[091625]25  病者＝瞻視【三】【宮】
[091626]26  修勝業＝自修善法【三】【宮】
[091627]27  看＝瞻【三】【宮】
[091628]28  調＝語【知】
<091601>＊  〔如前說〕－【三】【宮】
[091629]29  〔若〕－【三】【宮】
[091630]30  〔復〕－【三】【宮】
[091631]31  惠＝慧【知】
[091632]32  有＋力【三】【宮】
<091602>＊  〔如前說〕－【三】【宮】
[091633]33  報恩＝酬報【三】【宮】
[091634]34  無＋（有）【三】【宮】
[091635]35  不＝非【三】【宮】
<091603>＊  〔如前說〕－【三】【宮】
[091636]36  若彼＝彼若【三】【宮】
[091637]37  授＝誡【三】【宮】
[091638]38  所求＝求索【三】【宮】
[091639]39  〔放逸〕－【三】【宮】＊
<091604>＊  〔如前說〕－【三】【宮】
[091640]40  〔故〕－【三】【宮】
[091641]41  〔彼〕－【聖】【知】
<091605>＊  〔放逸〕－【三】【宮】
[091642]42  （憍）＋慢【三】【宮】
[091643]43  〔除此諸患故〕－【三】【宮】
[091644]44  待＝持【知】
[091645]45  折伏＝罰【三】【宮】＊
[091646]46  罰黜＝擯【三】【宮】＊
<091606>＊  折伏＝罰【三】【宮】
<091607>＊  折伏＝罰【三】【宮】
<091608>＊  罰黜＝擯【三】【宮】
<091609>＊  〔放逸〕－【三】【宮】
[091647]47  難＝不【三】【宮】
[091648]48  諍相違＝一一諍事【三】【宮】
[091649]49  僧＝增【三】【宮】
[091650]50  （心）＋漸【三】【宮】，漸＝能【知】
[091651]51  〔若〕－【三】【宮】
[091652]52  〔若〕－【知】
[091701]01  〔一切不犯〕－【三】【宮】
[091702]02  〔彼〕－【三】【宮】
[091703]03  此＝起此戒【三】【宮】
[091704]04  〔起菩薩戒〕－【三】【宮】
[091705]05  （菩薩）＋律【三】【宮】
[091706]06  〔此〕－【三】【宮】
[091707]07  〔藏〕－【三】【宮】
[091708]08  得＝德【三】【宮】
[091709]09  伽＋（藏中）【三】【宮】
[091710]10  〔精〕－【三】【宮】
[091711]11  極清＝善【三】【宮】
[091712]12  護＝堅【三】【宮】
[091713]13  此一切菩薩＝菩薩一切所【三】【宮】
[091714]14  〔當知〕－【三】【宮】
[091715]15  能＝有力【三】【宮】
<091701>＊  悔＝懺【三】【宮】
[091716]16  （說所犯事）＋作【三】【宮】
[091717]17  懺悔稱先所犯罪名＝罪懺【三】【宮】
[091718]18  〔說〕－【三】【宮】
[091719]19  捨＝越【三】【宮】
[091720]20  如前所說事犯＝犯某事得【三】【宮】
[091721]21  〔前〕－【聖】【知】
[091722]22  說＝稱【聖】【知】
[091723]23  （犯）＋突【三】【宮】
[091724]24  〔悔〕－【三】【宮】
[091725]25  人＋（可從懺者）【三】【宮】
[091726]26  當＋（自）【三】【宮】
[091727]27  （懺）＋念【三】【宮】
[091728]28  重＝更【三】【宮】
[091729]29  世中常＝中常當【三】【宮】
[091730]30  〔律儀〕－【宮】
[091731]31  是具足＝上具【三】【宮】
<091702>＊  薩＋（律儀）【三】【宮】
[091732]32  （律儀）＋戒【三】【宮】
[091733]33  〔應如是受〕－【三】【宮】
[091734]34  〔入〕－【三】【宮】
[091735]35  〔此諸戒〕－【宮】
[091736]36  〔是〕－【三】【宮】
[091737]37  去＋（未來現在）【聖】【知】
[091738]38  薩＋（所住戒過去）【聖】【知】
[091739]39  〔諸〕－【三】【宮】【聖】【知】
[091740]40  〔說已應起〕－【宮】
[091741]41  〔若〕－【三】【宮】【聖】【知】＊
[091742]42  起＝犯【三】【宮】
[091743]43  意＝義【三】【宮】
[091744]44  〔起〕－【三】【宮】【聖】【知】
[091745]45  〔凡有所作一切能作〕－【三】【宮】
[091746]46  （一切能作）＋非【三】【宮】
[091747]47  當更受當知＝更受【三】【宮】
[091748]48  犯＋（當作是知）【三】【宮】
[091749]49  品＝處【三】【宮】
<091703>＊  〔若〕－【三】【宮】【聖】【知】
[091750]50  〔者〕－【三】【宮】
[091751]51  〔漏〕－【宮】
[091752]52  〔淨〕－【三】
[091753]53  雜＝為【聖】【知】
[091754]54  善＝業【三】【宮】
[091755]55  不乏＝獲得【三】【宮】
[091756]56  〔住〕－【知】
[091757]57  〔是〕－【三】【宮】
[091758]58  〔是〕－【三】【宮】【聖】【知】
[091759]59  〔戒〕－【三】【宮】
[091760]60  此一切戒當知＝當知一切戒【三】【宮】
[091761]61  （一者）＋菩【三】【宮】
[091762]62  是名第一難戒＝二者【三】【宮】
[091763]63  是名第二難戒＝三者【三】【宮】
[091764]64  〔亂〕－【知】
[091765]65  終不＝不令【三】【宮】
[091766]66  〔是名第三難戒〕－【三】【宮】
[091767]67  意＝業【三】【宮】
[091768]68  如所說＝於【三】【宮】
[091769]69  〔不樂〕－【三】【宮】
[091770]70  毀＝所【三】【宮】，〔毀〕－【知】
<091704>＊  悔＝懺【三】【宮】
[091771]71  〔一向〕－【三】【宮】
[091772]72  樂＝貪【三】【宮】
[091773]73  〔之〕－【三】【宮】
